reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
9c865271-ea40-4c91-ab8b-2afd1b480098,Rahmat Hidayat,https://play-lh.googleusercontent.com/a/ACg8ocJDkkiu4GhPO1VXachEeEMctUIIBpHXEOpCGO9sy_pyspFG-w=mo,mau transaksi apapun jadi lebih muda pakai GoPay,5,0,1.28.0,2024-08-09 13:09:41,,,1.28.0
293165d5-65ca-4e2b-806c-19e3b9a29c9a,Ali Muksin,https://play-lh.googleusercontent.com/a-/ALV-UjWpoMKnvy2Iw678gw4gyL5e52pikjPa10zj-toES-lZkJHxZHo,baik selama ini.,5,0,1.19.0,2024-08-09 13:08:41,,,1.19.0
d23f46a7-d025-47c8-84ca-a380f6a307ef,Ahmad Habeb,https://play-lh.googleusercontent.com/a-/ALV-UjVa3h-hpICqXi7n8JTQR87IwhzhfDi8vQVOux0P9deDDvy1pRE,Josss,5,0,1.28.0,2024-08-09 13:07:13,,,1.28.0
e9170fc1-778e-4394-8f70-d95ffad8367b,kurniawan beside,https://play-lh.googleusercontent.com/a-/ALV-UjUtrsW4HC3_6SQd9agWUb_xT557_VNXOLlyLRWqIEtTUPgisFeI,Susah dalam pembayaran GoPay Later,2,0,1.28.0,2024-08-09 13:01:33,"Hai Kak Kurniawan, mohon maaf atas kendala yang kamu alami terkait GoPay Later. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@mab.co.id dan cantumkan kode psr-24-222-1441-26255 di subjek email, ya. ^Tria",2024-08-09 14:41:35,1.28.0
a6ee2f95-0aee-43b1-944f-edc39658caf3,Agus Sulaeman,https://play-lh.googleusercontent.com/a-/ALV-UjWjszGezvbzoicKey68O4I3Zh7fYCOV149QiL4NkLG6eIy1w-Fx,Transfer mudah dan gratis tis,5,0,1.27.0,2024-08-09 12:58:48,,,1.27.0
685c64ad-d214-402e-9318-9b39b89edb05,Yunita Ss,https://play-lh.googleusercontent.com/a/ACg8ocJVwtmCDlm7Qz5A7qrnI6493o-n_wVHu4Hvfy3Yv-Z3lBxZrw=mo,Saran terbesar saya mohon untuk transfer gak perlu biaya.agar sama dengan aplikasi lain. Sekarang saya beri bintang 5.,5,0,1.28.0,2024-08-09 12:57:58,,,1.28.0
132a6dde-54fb-479c-9e99-15c9866fc8d1,ahmed husein,https://play-lh.googleusercontent.com/a-/ALV-UjUvE7QB095gqunfbR2CX72WWNJsHhVySNRjK1ktNNtsNvSxoKlN,Sangat mudah dan membantu,5,0,1.28.0,2024-08-09 12:54:33,,,1.28.0
36ffbbda-1e37-4efd-a0a0-496fd6fe615f,Hairun Hairun ktw,https://play-lh.googleusercontent.com/a/ACg8ocJfbYlaCsse_7FLKDCuxwzXXvtzzzK3MjvfhbymQd0mtLLkwQ=mo,oke,5,0,1.21.0,2024-08-09 12:51:26,,,1.21.0
997530ec-5a32-4e76-ade5-9ce14e3e2da7,Fahmi Robani,https://play-lh.googleusercontent.com/a-/ALV-UjV6Yv9ZC5vWYgnoIGmu41R09ze3VLoxADy6Zk26oKqmYo0KKhAO,"Sangat praktis, mudah di gunakan",5,0,1.28.0,2024-08-09 12:48:32,,,1.28.0
d7452cf4-afa3-4ef5-bd78-6593d581567b,Fadel Fadel,https://play-lh.googleusercontent.com/a/ACg8ocIybUKxTzs1vOIpFONK5QxOOQbg51RiX4sJBNslpifeXDEQ9w=mo,mantapsss,5,0,1.22.0,2024-08-09 12:45:20,,,1.22.0
33629ef3-1615-4f47-bcf0-70ca6b95bd38,Wacep Saepudin,https://play-lh.googleusercontent.com/a-/ALV-UjUZP6TZPwcsxOxaqdum5D7tNfPCZw8mCEDYbgyfOFGHFfxMu_x0,Terimakasih GoPay,5,0,1.28.0,2024-08-09 12:41:46,,,1.28.0
237eb29f-6d37-47e5-b47b-638b7d2b67e4,Nazri Padilah,https://play-lh.googleusercontent.com/a-/ALV-UjXmI1kyOmM7VPF0922M0LPhcIr3q7n4As7dm1VQROxmDJLXdfuh,Mantap,5,0,1.27.0,2024-08-09 12:38:35,,,1.27.0
62cc27bf-362e-416e-8fdf-8bf9377ed5d2,V3r1 Hutabarat,https://play-lh.googleusercontent.com/a-/ALV-UjWnvM6wGKlIqJ2HasJoMVgwnOcIl_kZVsOFvYiYOGpfJQwlCUOE,Terima kasih gopay saldo q yg hilang sudah kembali.... Gopay is the best.,5,0,1.28.0,2024-08-09 12:34:50,,,1.28.0
6abd070f-61a9-415d-a78e-1e81a41671df,Rohman Fahmi,https://play-lh.googleusercontent.com/a-/ALV-UjXiAM9_CsRlLt0mox1G5f5qmTGImNm5y90-x_Kx2juXpvBCoMv-,saya dipersulit untuk upgrade ke gopayplus good job gopay semoga ceo gopay baik baik saja,1,0,,2024-08-09 12:34:30,"Hai Kak Rohman, mohon maaf atas kendala yang dialami. Sebelum kamu mencoba upgrade ke GoPay Plus, pastikan dokumen serta foto selfie yang kamu kirim sudah sesuai dengan ketentuan GoPay. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi GoPay kamu. ^Tria",2024-08-09 14:08:22,
25c49a36-a4f0-4dd3-b597-b0f3e774dcad,Alfajri Taufiqurrahman,https://play-lh.googleusercontent.com/a-/ALV-UjUu9aUC_QLgJe76UMBrtIhF-xfKjWXYPczmtmHcr6x73QozX76A,"Transfer dari gopay ke bank disatus berhasil,, tapi dari saldo belum keterima oleh pihak bank, jawaban nyaa lama, dioper2 truss. Minta pengambilan saldo tapi gak di balaes.",1,0,1.28.0,2024-08-09 12:32:28,"Hai Kak Alfajri, mohon maaf atas ketidaknyamanannya. Jika kamu masih mengalami kendala, silakan laporkan melalui email ke customerservice@gopay.co.id dengan melampirkan kode psr-24-222-1410-31760 pada subjek email dan cantumkan nomor laporan kamu sebelumnya pada email yang kamu kirimkan. Kami tunggu detail laporan kamu ya. ^Tria",2024-08-09 14:10:58,1.28.0
1584ed79-6a73-41f8-b075-057558eebd69,Zams Zam,https://play-lh.googleusercontent.com/a/ACg8ocKRi-S3cfYWDCSYNGRj4VeAzENpqFzddaml0MwR8g-BrQhYkA=mo,sangat bagus dan bisa gratis 100kali tranger perbulan,5,0,1.28.0,2024-08-09 12:28:24,,,1.28.0
9554da94-e78b-494a-9a11-33a8fa6fef9f,Driver Gojek Medan,https://play-lh.googleusercontent.com/a-/ALV-UjVBrllRZnQCET8u5fto-wnurP1kQMBSHZTpT35_s3ggP-HgZRtP,Mantapppppppp brooo,5,0,1.22.0,2024-08-09 12:24:50,,,1.22.0
9b37acbb-f649-4644-b971-b0c17033a450,Rahman,https://play-lh.googleusercontent.com/a-/ALV-UjUPcbJWukmVjziyBHuk7RPAl7TQRx6g3cC9TabR9pa3aM7pvJQ,Kami senang adanya apk Gopay Mantap transaksinya hitungan detik 👍,5,0,1.27.0,2024-08-09 12:24:39,,,1.27.0
c48d1518-81cd-42dd-af26-bd908940ec21,Iwan Santoso,https://play-lh.googleusercontent.com/a-/ALV-UjU1dcmMyzUGYfG0ByeMm3hcRZpq_QNg0kZv_3VOgMPrZVBnxplu,Ampasss Sering banned akun tanpa alasan yg jelas Cs slowres,1,0,1.28.0,2024-08-09 12:22:29,"Hai Kak Iwan, mohon maaf atas ketidaknyamanannya. Terkait laporanmu sudah ada tiket dinomor 194670007 dan sudah ditangani oleh tim kami. Kamu dapat melakukan pengecekkan progress-nya di menu My Ticket aplikasi Gopay atau Gojek kamu ya. ^Oca",2024-08-10 03:39:58,1.28.0
451e07d9-3d74-4162-98e7-ad3ce610964a,BUDI.P EKO,https://play-lh.googleusercontent.com/a-/ALV-UjX99gd9rxHWZoKOT2ul2QnAEQyKJnxdt1kHsN5hfjctIASlGmWt,Good Payment,5,0,,2024-08-09 12:19:27,,,
c1e3662e-d1a9-48a9-877d-1e216ec144ba,Reo Reo,https://play-lh.googleusercontent.com/a/ACg8ocIfe0eu4lTxy1xqHjaOEuPkqa7fOYFU1X8yhcKT6vYGZ6tr8w=mo,Mantap,5,0,1.28.0,2024-08-09 12:18:22,,,1.28.0
4271758a-c1df-450d-9b08-6d1aa1348a64,bertoade jee,https://play-lh.googleusercontent.com/a-/ALV-UjVJHLKSAYgaEWQq2OiJ4uDMwPAPTfQKfts2S-cf4FZl7QkLUe7W,"Pertahankan dan kembangkan, kemudahan pembayaran di semua platform.",5,0,1.27.0,2024-08-09 12:17:12,,,1.27.0
c41b7be6-ebea-48fe-87c5-9cf8c2b30f6b,Karnadi Maheer,https://play-lh.googleusercontent.com/a-/ALV-UjV75RYsYriLiLNv617uPSPpUzMRQMdidOhbW6_s65all8sKGBU,Mantaab,5,0,1.27.0,2024-08-09 12:12:12,,,1.27.0
fbde4b12-4db7-48e0-a9f3-56afa05d6304,Eu Kondang,https://play-lh.googleusercontent.com/a-/ALV-UjV-FfF7id3arAGsN23xb-IPnDJfCnbSkWnU7kuSYaef6ms8JX4,Mantap saya suka karena sering sekali bayar qris hanya dgn menggunakan sidik jari.,5,0,1.27.0,2024-08-09 12:11:33,,,1.27.0
ef088aa2-ffd6-41b8-aea2-3bf899550002,Bintang Noor,https://play-lh.googleusercontent.com/a-/ALV-UjUx4ZJAztwLQGnKkq3TTH9kLsdl04XOawoSRz0lImE29hR5wB5OAg,Good job,5,0,1.28.0,2024-08-09 12:11:00,,,1.28.0
4ea375fd-b557-439a-a615-f57ab0287ab1,Ayra Gemoy,https://play-lh.googleusercontent.com/a-/ALV-UjVE9QElGJysFoi4MaKP1ryGrvW1-8r8nrO54SSwCh6iO9Jw_A4,Aplikasi gak jelas. Transaksi berhasil saldo kepotong tapi gak masuk ke ewalet tujuan. Sampah,1,0,1.27.0,2024-08-09 12:10:12,"Hai Kak Ayra, pastikan nomor tujuan benar dan kamu sudah cek halaman Riwayat. Jika setelah 2x24 jam di hari kerja (diluar Sabtu, Minggu, atau Libur) saldo belum masuk, silakan laporkan melalui menu Bantuan > ketik 'Transfer saldo ke bank atau e-wallet belum diterima' dan cantumkan kode psr-24-222-1418-37607 di kolom 'Ceritakan lebih lanjut'. ^Tria",2024-08-09 14:18:58,1.27.0
6e507187-2063-4f30-ae17-1b4ea0a8e78f,Zia Zia,https://play-lh.googleusercontent.com/a/ACg8ocIj-A4TshCCcoWbejfKHVuJmgGOrPXdjOkoBAmBYK21r5Teqw=mo,Simpel ga ribet.. 👍👍👍,5,0,1.27.0,2024-08-09 12:09:34,,,1.27.0
466ffc2a-6655-45df-8177-7f05870487f8,Ahmad Rezki2001,https://play-lh.googleusercontent.com/a/ACg8ocJsMMdXp_iVAn86hqiJr7Nu0iNY8CQVxy6j4EFyiso-6oC1tA=mo,"Terbaik,😁",5,0,1.28.0,2024-08-09 12:08:24,,,1.28.0
81b77547-b7b4-4be3-b0fc-79ccda19f41d,Surga ibu ku,https://play-lh.googleusercontent.com/a-/ALV-UjW_3Bzf8-mnrAwF1pQnBCTa4mR2MGXWQNHfum6LHTdeVmihLO8I,ok lah mantap,5,0,1.21.0,2024-08-09 12:08:14,,,1.21.0
7b683750-075e-4f0a-b6aa-693a93de9b3a,Gasril Akase,https://play-lh.googleusercontent.com/a-/ALV-UjVsIL3yPzCe3PU1C0wi6_m6A9HtIVtY0vBUQe-QApZrpiFxIA,Bagus,5,0,1.28.0,2024-08-09 12:02:11,,,1.28.0
2f47ba60-048a-4afa-b9bd-cb43b75f81d5,Ilham Jaya,https://play-lh.googleusercontent.com/a-/ALV-UjWCQUEajwsgCsoJx_OhEtyvQ6Fk342JlSnW8qh25nayfWQGwXfx,Nyusahi,1,0,1.23.0,2024-08-09 12:00:08,"Hai Kak Ilham, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau keluhan terkait layanan GoPay, silakan kunjungi menu Bantuan di aplikasi GoPay kamu atau email ke customerservice@gopay.co.id. ^Oca",2024-08-10 00:09:57,1.23.0
a81a2201-fe7b-4c49-ad18-6da912ea8b69,Yus Stepanus,https://play-lh.googleusercontent.com/a/ACg8ocKKHCBbIOFF4Sb3zW1fTaaVkq7fH74umgANc9E_PS5ltPC1Ag=mo,Transfer pake gopay lancar terus mantap,5,0,1.28.0,2024-08-09 11:57:10,,,1.28.0
71e71d5b-e01f-4c8f-a0fd-a5f880c85de4,Iwan Asadat,https://play-lh.googleusercontent.com/a-/ALV-UjWUruL_CYWhALAztoAswY4XxsUBXuG6hASt2hnsEs-PUaBVEF_s,Mantap cepat,5,0,1.28.0,2024-08-09 11:56:13,,,1.28.0
1ff7204e-5b99-4b2b-bd70-240652b526c6,DMardon Channel,https://play-lh.googleusercontent.com/a-/ALV-UjU0tJdfYeUxg7KTJjOhBmAoKjla-rfyRxsethzzTFj8IE5F5WQ,Mantap dan cepat,5,0,1.27.0,2024-08-09 11:54:54,,,1.27.0
d9e383b6-914c-4a1b-9fef-bf1bb473a84b,firman felix,https://play-lh.googleusercontent.com/a-/ALV-UjU59VagCGBibfYxpVK8ZeTIx9EVi8ltTfdwV_kkRT5dH8ZdunFP,Sangat baik,5,0,1.28.0,2024-08-09 11:53:11,,,1.28.0
d6a831e6-b354-4c6e-8878-a0bf933d51f4,Suherman Eman,https://play-lh.googleusercontent.com/a-/ALV-UjXp13dFrZpmHeDPQGgkewHCWWptSMkejIYVyO9jdSADnvy3BGEU,Sangat baik,5,0,1.28.0,2024-08-09 11:52:14,,,1.28.0
803c004b-3794-4d56-9396-1784290ba538,Blotong Kipps,https://play-lh.googleusercontent.com/a/ACg8ocLQC7rMixoo19Mw15fVJwUfkbjdCh7Jkxdx4N3qjh4hRRpBTQ=mo,Ok,5,0,1.28.0,2024-08-09 11:51:38,,,1.28.0
37fec9a2-10d3-43bf-937f-99a95a4c2ca1,Muhamad Yusuf84,https://play-lh.googleusercontent.com/a-/ALV-UjWHYPYtWZSN3pEY7pK2va9BgBaZnFbRjQ8HJcdK-VoSA3JGNXOw,Parah saldo ku 400 rb laporan ny sudah d kirim otomatis ke gopay tabungan.tpi d tabungqn gda.saldo ada di gopay utama.tpi ga bisa digunakan.kalo otomatis begitu enak doang gopay bisa mindah2in saldo pengguna semaunya parah,1,0,,2024-08-09 11:51:14,,,
4e789446-ec26-4093-8b68-39b6824af9db,Andru Amohozo,https://play-lh.googleusercontent.com/a-/ALV-UjUVzWX8pbZu6pzJprLi33wtYMmr0lTIe8YXrDf_pWnOoTNeoYE,Keen Gopay nya 😁❤️🙏,5,0,1.28.0,2024-08-09 11:49:34,,,1.28.0
5b0d5391-625f-4996-b57e-706bed45e111,Zack82 Jombang,https://play-lh.googleusercontent.com/a/ACg8ocLYncty070s0lztxLBaXQL-317rBA0AnKF-TmWyQdHXIkrDlY0=mo,Terima kasih,5,0,,2024-08-09 11:48:07,,,
2e236e0f-7bbf-4d3b-8358-4e0b963091cd,samlawi Lawi,https://play-lh.googleusercontent.com/a-/ALV-UjV5_kyZ0RF8PKoovbNBuOIA1oi3iMpx9nVwMmCBnPG3cTf_pS8g,Is ok ni gopy😄😄👍👍💋💋🙏🙏,5,0,1.28.0,2024-08-09 11:46:16,,,1.28.0
cb701789-b7ff-4d24-9946-d4e5f0c98e78,Arex 94nten9,https://play-lh.googleusercontent.com/a/ACg8ocJIdvxfYo9rMEj_6SorY_weGE-X2GoIn7ZDWP5DIdW3SMwIhg=mo,Sangat membantu sekali..semoga transfer kerekening selamanya gratis....dgn gopay memudahkan dlm aktifitas,5,0,1.27.0,2024-08-09 11:45:25,,,1.27.0
aa2a440e-ce1a-4c55-abfe-66185aa5504d,Ayom Ay,https://play-lh.googleusercontent.com/a/ACg8ocJJQZHqxaqXAvHAHu5zWAnCWTuakEBuUOPHDnb8bvjwqfy23g=mo,ternyata lebih murah beli pulsa di gopay,4,0,1.27.0,2024-08-09 11:45:06,,,1.27.0
698b10a9-c3cf-4fa1-a98a-7c30af9e9228,jajang jajang purnama,https://play-lh.googleusercontent.com/a-/ALV-UjXPpt--Coxhnth93whqEQG-xPG3gQJvDLNbulA-Tjl1uiSi8Pih,transaksi apapun jadi lebih mudah,5,0,1.26.1,2024-08-09 11:44:56,,,1.26.1
89344a0f-0972-409c-a2c7-f7f5200c309c,Wellem Hendrik,https://play-lh.googleusercontent.com/a-/ALV-UjUwRzuIdJnIjfWC4vz9JReerYlOckCoUkY3alH5ipJFMAAG1MA,Mantulllll,5,0,1.27.0,2024-08-09 11:44:32,,,1.27.0
999e96f5-5a4d-4c24-92c6-c2528bcf4e88,DAMA BNL,https://play-lh.googleusercontent.com/a/ACg8ocICRCK8rDT1FBVTZ9RtKRg4jkPHYFemkSNkz360gfTeH5A7IQ=mo,Wih ada event mlbb,5,0,1.28.0,2024-08-09 11:44:19,,,1.28.0
cc7678c1-8156-4bd3-b3f6-ea919903a5ac,Wibi Bunkh,https://play-lh.googleusercontent.com/a/ACg8ocKXy1VyBh4JCnZO_C2XJlEy26LeuGHQ3WHBrTZK4S6mHIEQrg=mo,lancar,5,0,1.27.0,2024-08-09 11:43:09,,,1.27.0
f385a927-aa84-4e78-a4ff-02da399423f6,Hetty Munandiroh,https://play-lh.googleusercontent.com/a-/ALV-UjWZmkrdapTSRB20-w3dRELJafj0k7n5i7JjybBPUfSSa9_K0gpD,Mempermudah segala urusan keuangan,5,0,1.28.0,2024-08-09 11:41:30,,,1.28.0
